bico_injetor_id;componente_id_1;quantidade_1;componente_id_2;quantidade_2;componente_id_3;quantidade_3;componente_id_4;quantidade_4;componente_id_5;quantidade_5;componente_id_6;quantidade_6;componente_id_7;quantidade_7;componente_id_8;quantidade_8
BI-05033;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05034;C-0170;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05035;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05036;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05037;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05038;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05039;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05040;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05041;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05042;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05043;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05044;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05045;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05046;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05047;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05048;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05049;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05050;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05051;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05052;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05053;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05054;C-0170;1;C-0540;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05055;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05056;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05057;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05058;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05059;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05060;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05061;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05062;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05063;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05064;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05065;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05066;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05067;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05068;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05069;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05070;C-1587;2;C-1606;1;C-0284;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05071;C-1587;2;C-1606;1;C-0284;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05073;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05074;C-0448;1;C-0449;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05075;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05076;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05077;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05078;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05079;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05080;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05081;C-1849;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05082;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05083;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05084;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05085;C-0832;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05086;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05087;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05088;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05089;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05090;C-0829;1;C-2019;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05091;C-1623;1;C-1624;1;C-1630;1;C-1654;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-05092;C-1623;1;C-1624;1;C-1630;1;C-1654;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-05093;C-1623;1;C-1624;1;C-1630;1;C-1654;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-05094;C-1623;1;C-1624;1;C-1630;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05095;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05097;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05098;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05099;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05100;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05101;C-0507;1;C-0508;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05102;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05103;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05104;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05105;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05106;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05107;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05108;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05109;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05110;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05111;C-1229;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05112;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05113;C-0509;1;C-0511;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05114;C-0510;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05115;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05116;C-1622;1;C-1624;1;C-1629;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-05117;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05118;C-1621;1;C-1628;1;C-1761;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05119;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05120;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05121;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05122;C-0851;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05124;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05125;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05126;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05128;C-1622;1;C-1629;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05129;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05132;C-1625;1;C-1632;1;C-0273;1;C-0512;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-05133;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05135;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05136;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05137;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05138;C-1420;1;C-1421;1;C-0045;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05139;C-1373;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05140;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05141;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05142;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05143;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05144;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05145;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05146;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05147;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05148;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05149;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05150;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05151;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05152;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05153;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05154;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05155;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05156;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05157;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05158;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05159;C-0101;1;C-0102;1;C-0415;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05160;C-0101;1;C-0102;1;C-0415;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05161;C-0414;1;C-0415;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05162;C-0414;1;C-0415;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05163;C-0101;1;C-0102;1;C-0414;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05164;C-0101;1;C-0102;1;C-0414;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05165;C-0108;1;C-0182;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05166;C-0108;1;C-0182;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05167;C-0080;1;C-0092;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05168;C-0096;2;C-0097;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05169;C-0096;2;C-0097;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05170;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05171;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05172;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05173;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05174;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05175;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05176;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05177;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05178;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05180;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05182;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05183;C-1382;2;C-1383;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05184;C-1622;1;C-1629;1;C-1724;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05185;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05186;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05187;C-1649;1;C-0409;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05188;C-1889;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05189;C-1649;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05190;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05193;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05194;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05195;C-1640;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05196;C-1495;1;C-1880;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05197;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05198;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05199;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05200;C-1553;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05201;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05202;C-1622;1;C-1629;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05203;C-1355;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05204;C-1352;1;C-1745;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05205;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05207;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05208;C-1624;1;C-1631;1;C-2005;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05209;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05210;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05211;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05212;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05214;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05215;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05216;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05217;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05218;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05219;C-1622;1;C-1624;1;C-1629;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-05220;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05221;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05222;C-1257;1;C-1973;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05223;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05224;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05225;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05226;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05227;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05228;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05229;C-1621;1;C-1628;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05230;C-1243;1;C-1244;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05231;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05232;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05233;C-1474;1;C-0119;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05234;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05235;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05236;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05237;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05238;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05239;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05240;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05242;C-1495;1;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05243;C-1817;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05244;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05245;C-0443;1;C-1486;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05246;C-1218;1;C-1623;1;C-1630;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05247;C-1218;1;C-1623;1;C-1630;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05248;C-1218;1;C-1623;1;C-1630;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05249;C-1218;1;C-1623;1;C-1630;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05250;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05251;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05252;C-1624;1;C-1631;1;C-1648;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05253;C-1624;1;C-1631;1;C-1648;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05254;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05255;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05256;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05257;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05258;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05259;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05260;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05261;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05264;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05265;C-1622;1;C-1629;1;C-1885;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05266;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05267;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05268;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05269;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05270;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05271;C-1624;1;C-1631;1;C-1648;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05272;C-1624;1;C-1631;1;C-1648;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05273;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05274;C-1482;1;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05275;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05276;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05277;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05278;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05279;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-05280;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
